item,itemLabel
http://www.wikidata.org/entity/Q106726625,Aahaan kap klaem
http://www.wikidata.org/entity/Q107357035,Abak atama soup
http://www.wikidata.org/entity/Q107358770,Achi Soup is
http://www.wikidata.org/entity/Q5299471,acorn noodle soup
http://www.wikidata.org/entity/Q107364240,African Rosewood plant
http://www.wikidata.org/entity/Q16826942,Alcohol-infused whipped cream
http://www.wikidata.org/entity/Q20102682,Allioli de codony
http://www.wikidata.org/entity/Q50317964,Aloo ki tikki
http://www.wikidata.org/entity/Q4737104,Alu Potala Rasa
http://www.wikidata.org/entity/Q5618109,American hard gum
http://www.wikidata.org/entity/Q502405,Amish Friendship Bread
http://www.wikidata.org/entity/Q4746811,Amish preaching soup
http://www.wikidata.org/entity/Q99658926,Analı kızlı soup
http://www.wikidata.org/entity/Q2850122,Anise of Flavigny
http://www.wikidata.org/entity/Q4791475,Arizona cheese crisp
http://www.wikidata.org/entity/Q4796278,Arroz a la cubana
http://www.wikidata.org/entity/Q4796279,Arroz a la valenciana
http://www.wikidata.org/entity/Q4796282,Arroz con gandules
http://www.wikidata.org/entity/Q703836,arroz con pollo
http://www.wikidata.org/entity/Q104621347,Asam padeh ikan
http://www.wikidata.org/entity/Q93167166,Ayam bumbu rujak
http://www.wikidata.org/entity/Q28724885,ayam goreng jepara
http://www.wikidata.org/entity/Q84561781,azuki bean based food
http://www.wikidata.org/entity/Q5004801,bánh da lợn
http://www.wikidata.org/entity/Q5004802,Bánh khoai mì
http://www.wikidata.org/entity/Q915783,Bêtise de Cambrai
http://www.wikidata.org/entity/Q541392,Bacalhau à Brás
http://www.wikidata.org/entity/Q4839941,bacon and cabbage
http://www.wikidata.org/entity/Q4839943,bacon and egg pie
http://www.wikidata.org/entity/Q3277405,bacon and eggs
http://www.wikidata.org/entity/Q4843243,Baik kut kyee kaik
http://www.wikidata.org/entity/Q983160,Bak kut teh
http://www.wikidata.org/entity/Q17355815,Balık-ekmek or Turkish fish n bread
http://www.wikidata.org/entity/Q107356825,bambara nut pudding
http://www.wikidata.org/entity/Q94199914,Bananas Foster French toast
http://www.wikidata.org/entity/Q107358845,Baobab Leaves Soup
http://www.wikidata.org/entity/Q1130800,bún bò Huế
http://www.wikidata.org/entity/Q5005249,Bún thịt nướng
http://www.wikidata.org/entity/Q108684756,Bay sach chruk
http://www.wikidata.org/entity/Q107416756,beans and corn porridge
http://www.wikidata.org/entity/Q2897047,Bergamot from Nancy
http://www.wikidata.org/entity/Q2901632,bichon au citron
http://www.wikidata.org/entity/Q4918174,bisi bele bath
http://www.wikidata.org/entity/Q100285178,Bitter leaf soup
http://www.wikidata.org/entity/Q84562176,blackberry based food
http://www.wikidata.org/entity/Q12813066,Blessed thistle with lamb
http://www.wikidata.org/entity/Q84573712,blueberry based food
http://www.wikidata.org/entity/Q4931669,Bob Andy pie
http://www.wikidata.org/entity/Q107856275,Boiled cocoyam and palmoil
http://www.wikidata.org/entity/Q4939470,bolinhos de mandioca com mel
http://www.wikidata.org/entity/Q19903564,Bolo de arroz
http://www.wikidata.org/entity/Q4939956,Bolo de rolo
http://www.wikidata.org/entity/Q104412473,Bombay Duck Fry
http://www.wikidata.org/entity/Q4947090,Borş de burechiuşe
http://www.wikidata.org/entity/Q12084278,Borscht with uszka
http://www.wikidata.org/entity/Q2921756,boulet à la liégeoise
http://www.wikidata.org/entity/Q796874,BP-5 Compact Food
http://www.wikidata.org/entity/Q17071451,Bread in Europe
http://www.wikidata.org/entity/Q4970950,British Rail sandwich
http://www.wikidata.org/entity/Q21081844,Brunyols de l'Empordà
http://www.wikidata.org/entity/Q16773515,Bubur ketan hitam
http://www.wikidata.org/entity/Q105883072,Buko pandan cake
http://www.wikidata.org/entity/Q106111046,Bursa Cantik Pide
http://www.wikidata.org/entity/Q105969901,Caballa de Andalucía
http://www.wikidata.org/entity/Q5018071,Cake of Light
http://www.wikidata.org/entity/Q5739890,Caldillo de perro
http://www.wikidata.org/entity/Q5019110,Caldo de costilla
http://www.wikidata.org/entity/Q5019109,Caldo de pollo
http://www.wikidata.org/entity/Q5019112,Caldo de siete mares
http://www.wikidata.org/entity/Q5019561,calf's liver and bacon
http://www.wikidata.org/entity/Q8255731,Callos a la madrileña
http://www.wikidata.org/entity/Q5030681,Canadian white bread
http://www.wikidata.org/entity/Q5032499,Canja de galinha
http://www.wikidata.org/entity/Q16860983,Capsicum baccatum ‘Ají Panca’
http://www.wikidata.org/entity/Q84573718,caramel based food
http://www.wikidata.org/entity/Q5037814,caraway seed cake
http://www.wikidata.org/entity/Q5038172,Carciofi alla giudia
http://www.wikidata.org/entity/Q15827024,Carciofi alla romana
http://www.wikidata.org/entity/Q5043850,Carne asada fries
http://www.wikidata.org/entity/Q107834828,Catfish pepper soup
http://www.wikidata.org/entity/Q5759699,Cebolla Fuentes de Ebro
http://www.wikidata.org/entity/Q5759904,Cecina de León
http://www.wikidata.org/entity/Q106650913,Cevizli Irmik Tatlısı
http://www.wikidata.org/entity/Q5118913,Chè bà ba
http://www.wikidata.org/entity/Q5067762,Chai tow kway
http://www.wikidata.org/entity/Q36487990,cheese and crackers
http://www.wikidata.org/entity/Q5089394,Cheese and onion pie
http://www.wikidata.org/entity/Q84573722,cherry based food
