item,itemLabel
http://www.wikidata.org/entity/Q68611228,1-2-3 block
http://www.wikidata.org/entity/Q3629395,agricultural tool
http://www.wikidata.org/entity/Q104730964,air regulator
http://www.wikidata.org/entity/Q61755099,animal equipment
http://www.wikidata.org/entity/Q107196599,anvil blacksmith
http://www.wikidata.org/entity/Q60750253,Arched Sistrum
http://www.wikidata.org/entity/Q107196607,articulated spade
http://www.wikidata.org/entity/Q107196694,artillery socket
http://www.wikidata.org/entity/Q99438543,assessment tool
http://www.wikidata.org/entity/Q645178,avalanche transceiver
http://www.wikidata.org/entity/Q79475561,Ax Head
http://www.wikidata.org/entity/Q1529372,Baby walker
http://www.wikidata.org/entity/Q60759908,Ball-Headed Club
http://www.wikidata.org/entity/Q1677733,Bar puller
http://www.wikidata.org/entity/Q809653,bar tool
http://www.wikidata.org/entity/Q807980,barcode reader
http://www.wikidata.org/entity/Q12600399,barge pole
http://www.wikidata.org/entity/Q4860859,bark beater
http://www.wikidata.org/entity/Q61765633,Barra Cilíndrica
http://www.wikidata.org/entity/Q47036800,Barton's forceps
http://www.wikidata.org/entity/Q4870140,battle bag
http://www.wikidata.org/entity/Q107196655,bellows forge
http://www.wikidata.org/entity/Q55399983,Berne Key
http://www.wikidata.org/entity/Q882419,berry-picking rake
http://www.wikidata.org/entity/Q572809,bicycle tool
http://www.wikidata.org/entity/Q2529983,bird hearth
http://www.wikidata.org/entity/Q2246394,blacksmith's hammer
http://www.wikidata.org/entity/Q98558226,blacksmith's tongs
http://www.wikidata.org/entity/Q61764970,Bloco Padrão
http://www.wikidata.org/entity/Q3251519,bobby pin
http://www.wikidata.org/entity/Q1253857,bolt cutter
http://www.wikidata.org/entity/Q80001204,Bone Awl
http://www.wikidata.org/entity/Q358081,bone folder
http://www.wikidata.org/entity/Q4941588,bone tool
http://www.wikidata.org/entity/Q1927369,Bore snake
http://www.wikidata.org/entity/Q4949073,Bottle tops
http://www.wikidata.org/entity/Q107196646,bracket l
http://www.wikidata.org/entity/Q631359,brake fluid
http://www.wikidata.org/entity/Q1048261,broach tool
http://www.wikidata.org/entity/Q61765007,Broca: Alargador
http://www.wikidata.org/entity/Q15822388,Cable cutters
http://www.wikidata.org/entity/Q98853070,Camargue trident
http://www.wikidata.org/entity/Q19978881,candle douter
http://www.wikidata.org/entity/Q255477,candle snuffer
http://www.wikidata.org/entity/Q29349269,candlemaking accessory
http://www.wikidata.org/entity/Q79479293,Carpenter's Plane
http://www.wikidata.org/entity/Q107196605,cartridge loader
http://www.wikidata.org/entity/Q4152490,Castaing machine
http://www.wikidata.org/entity/Q107196584,castration pliers
http://www.wikidata.org/entity/Q1734658,Caulking gun
http://www.wikidata.org/entity/Q98861144,Cebil pipes
http://www.wikidata.org/entity/Q190880,centering bolt
http://www.wikidata.org/entity/Q190904,centring angle
http://www.wikidata.org/entity/Q79475806,Ceremonial Hoe
http://www.wikidata.org/entity/Q19769,Chain tool
http://www.wikidata.org/entity/Q61765755,Chapa Circular
http://www.wikidata.org/entity/Q106207247,Chave Insígnia
http://www.wikidata.org/entity/Q16764814,chuck key
http://www.wikidata.org/entity/Q176481,Cipher disk
http://www.wikidata.org/entity/Q103813668,Circus apparatus
http://www.wikidata.org/entity/Q5129763,Claw Tool
http://www.wikidata.org/entity/Q26270576,cleaning tool
http://www.wikidata.org/entity/Q87650480,Clearing blade
http://www.wikidata.org/entity/Q107196628,cleat currency
http://www.wikidata.org/entity/Q107196627,cleat medal
http://www.wikidata.org/entity/Q5134754,Cloake board
http://www.wikidata.org/entity/Q815240,clothes hanger
http://www.wikidata.org/entity/Q107196649,cobbler's knife
http://www.wikidata.org/entity/Q14391561,coin stamp
http://www.wikidata.org/entity/Q79499668,Combination Tool
http://www.wikidata.org/entity/Q5154134,Communication engine
http://www.wikidata.org/entity/Q13600188,conceptual framework
http://www.wikidata.org/entity/Q96279740,Concrete saws
http://www.wikidata.org/entity/Q5159169,Condensate polisher
http://www.wikidata.org/entity/Q3358618,convivial tool
http://www.wikidata.org/entity/Q26037047,culinary equipment
http://www.wikidata.org/entity/Q4312548,cuticule cutter
http://www.wikidata.org/entity/Q79500718,Cutting Pliers
http://www.wikidata.org/entity/Q1760958,cutting tool
http://www.wikidata.org/entity/Q2176298,cylindrical grinder
http://www.wikidata.org/entity/Q902872,Döbereiner's lamp
http://www.wikidata.org/entity/Q79934779,Dagger Point
http://www.wikidata.org/entity/Q21041527,Defeat device
http://www.wikidata.org/entity/Q143977,dental braces
http://www.wikidata.org/entity/Q27577,dental explorer
http://www.wikidata.org/entity/Q17008971,Design tool
http://www.wikidata.org/entity/Q107894005,digital tools
http://www.wikidata.org/entity/Q56822791,digitization equipment
http://www.wikidata.org/entity/Q3058297,disc harrow
http://www.wikidata.org/entity/Q5297203,door hanger
http://www.wikidata.org/entity/Q107196611,dowel rod
http://www.wikidata.org/entity/Q9390712,dragline scraper
http://www.wikidata.org/entity/Q26972858,drawing instrument
http://www.wikidata.org/entity/Q4379557,drift pin
http://www.wikidata.org/entity/Q5308899,drug paraphernalia
http://www.wikidata.org/entity/Q17457835,electric razor
http://www.wikidata.org/entity/Q85303747,electrode dryer
http://www.wikidata.org/entity/Q18124563,elephant-built bridge
http://www.wikidata.org/entity/Q107196598,embroidery frame
http://www.wikidata.org/entity/Q1257896,Engineer's scale
http://www.wikidata.org/entity/Q80000196,Engraver's Cushion
http://www.wikidata.org/entity/Q1746932,Euro container
http://www.wikidata.org/entity/Q31176126,fabric shaver
http://www.wikidata.org/entity/Q61766139,Fio Categut
http://www.wikidata.org/entity/Q892774,fire iron
http://www.wikidata.org/entity/Q56147060,fire-making tool
http://www.wikidata.org/entity/Q16325263,fireplace accessory
http://www.wikidata.org/entity/Q5361601,Fishing broach
http://www.wikidata.org/entity/Q271598,fishing net
http://www.wikidata.org/entity/Q79474105,Fishtail Knife
http://www.wikidata.org/entity/Q5457599,Flashback arrestor
http://www.wikidata.org/entity/Q1660152,Flat spline
http://www.wikidata.org/entity/Q921573,Flatrod system
http://www.wikidata.org/entity/Q106034911,flexibe tubing
http://www.wikidata.org/entity/Q107193780,folding metro
http://www.wikidata.org/entity/Q7452087,Food cover
http://www.wikidata.org/entity/Q192401,fountain pen
http://www.wikidata.org/entity/Q61765565,Furadeira Manual
http://www.wikidata.org/entity/Q79482555,Gambling Dice
http://www.wikidata.org/entity/Q1494647,garden tool
http://www.wikidata.org/entity/Q1476837,gas generator
http://www.wikidata.org/entity/Q3455860,Genaille–Lucas rulers
http://www.wikidata.org/entity/Q107196580,glove reamer
http://www.wikidata.org/entity/Q1287607,grappling hook
http://www.wikidata.org/entity/Q96943504,grill tong
http://www.wikidata.org/entity/Q12527148,grinding tool
http://www.wikidata.org/entity/Q105398473,grip puller
http://www.wikidata.org/entity/Q280271,Groasis Waterboxx
http://www.wikidata.org/entity/Q5639584,hairstyling tool
http://www.wikidata.org/entity/Q79475581,Hand Axe
http://www.wikidata.org/entity/Q298131,hand bailer
http://www.wikidata.org/entity/Q79500522,Hand Drill
http://www.wikidata.org/entity/Q193220,hand fan
http://www.wikidata.org/entity/Q640082,hand net
http://www.wikidata.org/entity/Q79499432,Hand Saw
http://www.wikidata.org/entity/Q79501005,Hand Scale
http://www.wikidata.org/entity/Q1445284,hand scraper
http://www.wikidata.org/entity/Q2578402,hand tool
http://www.wikidata.org/entity/Q79499956,Hand Vice
http://www.wikidata.org/entity/Q16912023,Hardware browser
http://www.wikidata.org/entity/Q61468783,hatmakers bow
http://www.wikidata.org/entity/Q80084713,Hawthorne Place
http://www.wikidata.org/entity/Q3491485,Heat sealer
http://www.wikidata.org/entity/Q63457049,Honey meter
http://www.wikidata.org/entity/Q30891896,Hooded dryers
http://www.wikidata.org/entity/Q449027,hydraulic breaker
http://www.wikidata.org/entity/Q15306338,hydraulic tool
http://www.wikidata.org/entity/Q4401667,ice auger
http://www.wikidata.org/entity/Q368341,impact driver
http://www.wikidata.org/entity/Q30058680,impact tool
http://www.wikidata.org/entity/Q79499849,Inside Calipers
http://www.wikidata.org/entity/Q6043353,Integrity plan
http://www.wikidata.org/entity/Q107196650,iron caulker
http://www.wikidata.org/entity/Q2007190,ironing board
http://www.wikidata.org/entity/Q28194791,Italy towel
http://www.wikidata.org/entity/Q6180012,Jenter kit
http://www.wikidata.org/entity/Q79500051,Jeweler's Hammer
http://www.wikidata.org/entity/Q16998979,Jim crow
http://www.wikidata.org/entity/Q332286,Joggling pliers
http://www.wikidata.org/entity/Q61765819,Jogo Padrão
http://www.wikidata.org/entity/Q6360939,Kanban board
http://www.wikidata.org/entity/Q79475859,Key Ring
http://www.wikidata.org/entity/Q79501475,Key Wrench
http://www.wikidata.org/entity/Q105085521,knotted rope
http://www.wikidata.org/entity/Q106827110,knurling tool
http://www.wikidata.org/entity/Q466313,Langstroth hive
http://www.wikidata.org/entity/Q3441395,Laser level
http://www.wikidata.org/entity/Q6495889,lathe dog
http://www.wikidata.org/entity/Q19472843,laundry tong
http://www.wikidata.org/entity/Q107196702,leather punch
http://www.wikidata.org/entity/Q99703422,leatherworking tool
http://www.wikidata.org/entity/Q60983350,letter holder
http://www.wikidata.org/entity/Q1109118,light table
http://www.wikidata.org/entity/Q269359,Lineman's pliers
http://www.wikidata.org/entity/Q1392759,lint remover
http://www.wikidata.org/entity/Q17097289,liquid resistor
http://www.wikidata.org/entity/Q80000202,Magnifying Glass
http://www.wikidata.org/entity/Q24651263,management tool
http://www.wikidata.org/entity/Q19978100,mangle board
http://www.wikidata.org/entity/Q61755818,Martelo: Malho
http://www.wikidata.org/entity/Q107196662,mason line
http://www.wikidata.org/entity/Q13849867,masonry profile
http://www.wikidata.org/entity/Q15984860,material-handling equipment
http://www.wikidata.org/entity/Q1047213,measurement tool
http://www.wikidata.org/entity/Q2041172,measuring instrument
http://www.wikidata.org/entity/Q6554101,medical device
http://www.wikidata.org/entity/Q6657015,medical equipment
http://www.wikidata.org/entity/Q63258405,metalworking tool
http://www.wikidata.org/entity/Q108562162,Mr tool
http://www.wikidata.org/entity/Q34379,musical instrument
http://www.wikidata.org/entity/Q80076721,Nagatani/Ryoichi Excavations
http://www.wikidata.org/entity/Q270380,nail clipper
http://www.wikidata.org/entity/Q1963554,nail plier
http://www.wikidata.org/entity/Q2733787,napkin holder
http://www.wikidata.org/entity/Q1963205,Needlegun scaler
http://www.wikidata.org/entity/Q1664709,Noailles burin
http://www.wikidata.org/entity/Q285391,Non-photo blue
http://www.wikidata.org/entity/Q785411,notarial instrument
http://www.wikidata.org/entity/Q1956024,nut splitter
http://www.wikidata.org/entity/Q80000215,Oil Stone
http://www.wikidata.org/entity/Q159172,Open-source hardware
http://www.wikidata.org/entity/Q7099779,Orange slice
http://www.wikidata.org/entity/Q4479172,oven fork
http://www.wikidata.org/entity/Q21083238,Oyster glove
http://www.wikidata.org/entity/Q2648309,Pace stick
http://www.wikidata.org/entity/Q617953,paddle float
http://www.wikidata.org/entity/Q61765307,Peça Cilíndrica
http://www.wikidata.org/entity/Q61766061,Pedra Calcária
http://www.wikidata.org/entity/Q193811,pencil sharpener
http://www.wikidata.org/entity/Q28486614,perspective grid
http://www.wikidata.org/entity/Q11643373,philatelic accessories
http://www.wikidata.org/entity/Q107196620,phillips screwdriver
http://www.wikidata.org/entity/Q2094637,piezoelectric sensor
http://www.wikidata.org/entity/Q3324087,pin vice
http://www.wikidata.org/entity/Q79996174,Pipe bowl
http://www.wikidata.org/entity/Q7197242,Pipe clamp
http://www.wikidata.org/entity/Q3355092,pipe cleaner
http://www.wikidata.org/entity/Q7197252,Pipe tool
http://www.wikidata.org/entity/Q9654942,pipe wrench
http://www.wikidata.org/entity/Q633685,plane table
http://www.wikidata.org/entity/Q107196673,planer manual
http://www.wikidata.org/entity/Q79475003,Plasterer's Float
http://www.wikidata.org/entity/Q2162426,plumber's snake
http://www.wikidata.org/entity/Q3635139,pneumatic tool
http://www.wikidata.org/entity/Q61765360,Porta Cossinete
http://www.wikidata.org/entity/Q18449073,post puller
http://www.wikidata.org/entity/Q1327701,power tool
http://www.wikidata.org/entity/Q79501554,Pressing Iron
http://www.wikidata.org/entity/Q1545773,pressure washer
http://www.wikidata.org/entity/Q107196590,punch pliers
http://www.wikidata.org/entity/Q4363406,pyrography machine
http://www.wikidata.org/entity/Q62057790,query tool
http://www.wikidata.org/entity/Q6002837,Ranging rod
http://www.wikidata.org/entity/Q107196606,ratchet aramar
http://www.wikidata.org/entity/Q2142266,razor strop
http://www.wikidata.org/entity/Q56822459,reading equipment
http://www.wikidata.org/entity/Q107196581,reamer shoes
http://www.wikidata.org/entity/Q52161436,reduction compass
http://www.wikidata.org/entity/Q27138778,RepRap Fisher
http://www.wikidata.org/entity/Q15842209,RepRap Morgan
http://www.wikidata.org/entity/Q28127066,RepRap Ormerod
http://www.wikidata.org/entity/Q28134085,RepRap Snappy
http://www.wikidata.org/entity/Q17318033,rescue equipment
http://www.wikidata.org/entity/Q60787158,Reverdin needle
http://www.wikidata.org/entity/Q79474097,Rhomboidal Knife
http://www.wikidata.org/entity/Q79474085,Rhomboidal Palette
http://www.wikidata.org/entity/Q35743141,rice pounder
http://www.wikidata.org/entity/Q2544492,Ripple tank
http://www.wikidata.org/entity/Q79475132,Ripple-Flaked Knife
http://www.wikidata.org/entity/Q11941822,rock drill
http://www.wikidata.org/entity/Q5180469,rocker box
http://www.wikidata.org/entity/Q31837166,Rocket wrenches
http://www.wikidata.org/entity/Q107196915,rod gun
http://www.wikidata.org/entity/Q61765381,Roda Dentada
http://www.wikidata.org/entity/Q1256729,rotary table
http://www.wikidata.org/entity/Q3219606,safety razor
http://www.wikidata.org/entity/Q2933755,sanding block
http://www.wikidata.org/entity/Q1725936,scoop wheel
http://www.wikidata.org/entity/Q2748906,scouring pad
http://www.wikidata.org/entity/Q79501070,Screw Driver
http://www.wikidata.org/entity/Q1467847,Screw extractor
http://www.wikidata.org/entity/Q2787524,Screw picket
http://www.wikidata.org/entity/Q1519190,screwdriver bit
http://www.wikidata.org/entity/Q79474595,Scribe's Palette
http://www.wikidata.org/entity/Q1809119,seam ripper
http://www.wikidata.org/entity/Q7445942,seer stone
http://www.wikidata.org/entity/Q61765402,Serra Circular
http://www.wikidata.org/entity/Q952519,set square
http://www.wikidata.org/entity/Q142690,sewing needle
http://www.wikidata.org/entity/Q107196578,sharpener's razor
http://www.wikidata.org/entity/Q7490394,Sharpening jig
http://www.wikidata.org/entity/Q507559,sharpening stone
http://www.wikidata.org/entity/Q8239473,shaving basin
http://www.wikidata.org/entity/Q1550947,Shaving horse
http://www.wikidata.org/entity/Q1323327,shoe tree
http://www.wikidata.org/entity/Q107196586,shoemaker pliers
http://www.wikidata.org/entity/Q29642654,shoemaking tool
http://www.wikidata.org/entity/Q79475215,Sickle Blade
http://www.wikidata.org/entity/Q79475211,Sickle Blades
http://www.wikidata.org/entity/Q1892020,ski binding
http://www.wikidata.org/entity/Q2292640,ski pole
http://www.wikidata.org/entity/Q190667,slide rule
http://www.wikidata.org/entity/Q79499981,Slide Scale
http://www.wikidata.org/entity/Q7540590,Slim Jim
http://www.wikidata.org/entity/Q15882122,Slugging wrenches
http://www.wikidata.org/entity/Q29583128,smoking equipment
http://www.wikidata.org/entity/Q905408,smoothing plane
http://www.wikidata.org/entity/Q57197558,Snake hook
http://www.wikidata.org/entity/Q2356245,Snap gun
http://www.wikidata.org/entity/Q16920564,snarling iron
http://www.wikidata.org/entity/Q18456120,snow bucket
http://www.wikidata.org/entity/Q4163496,snow knife
http://www.wikidata.org/entity/Q470341,snow scoop
http://www.wikidata.org/entity/Q4200418,Soldering gun
http://www.wikidata.org/entity/Q107196609,spade auger
http://www.wikidata.org/entity/Q85802560,speculative instrument
http://www.wikidata.org/entity/Q106763292,Spice rack
http://www.wikidata.org/entity/Q1531992,splitting maul
http://www.wikidata.org/entity/Q23769,Stanley knife
http://www.wikidata.org/entity/Q107196618,star key
http://www.wikidata.org/entity/Q742977,steady rest
http://www.wikidata.org/entity/Q965050,Stitching awl
http://www.wikidata.org/entity/Q6072390,stone drill
http://www.wikidata.org/entity/Q479257,stone tool
http://www.wikidata.org/entity/Q1282265,stonemasonry tool
http://www.wikidata.org/entity/Q17144055,Story generator
http://www.wikidata.org/entity/Q1739958,strap wrench
http://www.wikidata.org/entity/Q2213323,String winder
http://www.wikidata.org/entity/Q321482,stripping knife
http://www.wikidata.org/entity/Q2036130,stump grinder
http://www.wikidata.org/entity/Q1074814,surgical instrument
http://www.wikidata.org/entity/Q105994043,Surgical Stapler
http://www.wikidata.org/entity/Q106371923,Tabako bon
http://www.wikidata.org/entity/Q2365675,table saw
http://www.wikidata.org/entity/Q1191255,table set
http://www.wikidata.org/entity/Q10670630,tailor's chalk
http://www.wikidata.org/entity/Q1420532,technical pen
http://www.wikidata.org/entity/Q80000207,Tent Tool
http://www.wikidata.org/entity/Q2115486,testing equipment
http://www.wikidata.org/entity/Q7757083,The Pig
http://www.wikidata.org/entity/Q107196645,thorn mandacaru
http://www.wikidata.org/entity/Q7797169,Thread restorer
http://www.wikidata.org/entity/Q4524081,Tire changer
http://www.wikidata.org/entity/Q733887,tire iron
http://www.wikidata.org/entity/Q61765415,Toca Pino
http://www.wikidata.org/entity/Q62066923,toilet set
http://www.wikidata.org/entity/Q103310478,Tool head
http://www.wikidata.org/entity/Q1127393,Top-bar hive
http://www.wikidata.org/entity/Q61765433,Torno Mecânico
http://www.wikidata.org/entity/Q933870,torture instrument
http://www.wikidata.org/entity/Q979634,Tracing wheel
http://www.wikidata.org/entity/Q2584599,Traffic paddle
http://www.wikidata.org/entity/Q228347,train restrictions
http://www.wikidata.org/entity/Q61861503,tree popper
http://www.wikidata.org/entity/Q17504950,tube bender
http://www.wikidata.org/entity/Q107196588,turquoise pliers
http://www.wikidata.org/entity/Q56296876,twist drill
http://www.wikidata.org/entity/Q3546355,Tyrolean gun
http://www.wikidata.org/entity/Q2477802,Ultrasonic/sonic driller/corer
http://www.wikidata.org/entity/Q80076776,Uluru Rock
http://www.wikidata.org/entity/Q107196648,universal bracket
http://www.wikidata.org/entity/Q23769,utility knife
http://www.wikidata.org/entity/Q15710834,vehicle equipment
http://www.wikidata.org/entity/Q4224062,voice changer
http://www.wikidata.org/entity/Q13397678,watchmaking tool
http://www.wikidata.org/entity/Q7978245,weather rock
http://www.wikidata.org/entity/Q1613682,welding equipment
http://www.wikidata.org/entity/Q1604876,wheel chock
http://www.wikidata.org/entity/Q2830312,wheel clamp
http://www.wikidata.org/entity/Q107272842,wooden grate
http://www.wikidata.org/entity/Q107272843,wooden scissors
http://www.wikidata.org/entity/Q11789812,woodworking tool
http://www.wikidata.org/entity/Q331472,wrecking ball
